url,size,access_time,return_code,page_score,domain_score,depth
https://www.topuniversities.com/universities/new-york-university-nyu/new-york-university-tandon-school-engineering,0,2026-09-20 18:29:00,403,1.000,3.000,0
https://engineering.nyu.edu/,116154,2026-09-20 18:29:00,200,1.000,3.000,0
https://meet.nyu.edu/academics/meet-the-nyu-tandon-school-of-engineering/,0,2026-09-20 18:29:00,403,1.000,3.000,0
https://grokipedia.com/page/nyu_tandon_digital_learning,281771,2026-09-20 18:29:00,200,1.000,3.000,0
https://engineering.nyu.edu/events?event_type=information&department=8&date=All&search=,84320,2026-09-20 18:29:00,200,0.631,1.893,1
https://www.instagram.com/nyutandon/?hl=en,626528,2026-09-20 18:29:00,200,1.000,3.000,0
https://engineeringnyu.university-tour.com/homepage,464010,2026-09-20 18:29:00,200,1.000,3.000,0
https://www.nyu.edu/,99313,2026-09-20 18:29:00,200,1.000,1.893,1
https://library.nyu.edu/locations/bern-dibner-library/,32628,2026-09-20 18:29:00,200,1.000,1.893,1
https://bsky.app/profile/nyutandon.bsky.social,20982,2026-09-20 18:29:00,200,1.000,3.000,1
http://albert.nyu.edu/,8086,2026-09-20 18:29:00,200,1.000,1.893,1
https://nyuad.nyu.edu/en/,71882,2026-09-20 18:29:00,200,1.000,1.893,1
https://www.youtube.com/nyutandon,2069706,2026-09-20 18:29:00,200,1.000,3.000,0
https://bulletins.nyu.edu/,14029,2026-09-20 18:29:00,200,1.000,1.893,1
https://graduate.engineering.gwu.edu/nyu-tandon-bridge-program,66095,2026-09-20 18:29:00,200,1.000,3.000,1
https://www.tiktok.com/@nyu_tandon,371145,2026-09-20 18:29:00,200,1.000,3.000,1
https://grokipedia.com/activity,79479,2026-09-20 18:29:00,200,0.631,1.893,1
https://accounts.x.ai/check-login?redirect=grokipedia-com&return_to=%2Fpage%2Fnyu_tandon_digital_learning,167312,2026-09-20 18:29:00,200,1.000,3.000,1
